ID,NAME,DEVELOPER,LAT,LONG,SOURCE_ID,SOURCE_NAME,SOURCE_GEOLOC,RECORD_DATE,REGION,PROVINCE,CITY,BRGY,PSGC
732,Z Square Mall,,14.6386529,121.000384,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CALOOCAN CITY,Barangay 175,PH137501175
733,Zabarte Town Center,,14.7564909,121.0429998,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Ugong,PH137403029
734,ZCC Mall,,8.9478086,125.5401934,,Wikipedia,Google Maps,16/02/2020,REGION XIII (Caraga),AGUSAN DEL NORTE,BUTUAN CITY (Capital),Tandang Sora Pob. (Bgy. 12),PH160202085
735,Mall of Alnor (MOA),Alnor Prime Properties,7.20152,124.25079,NT_zI.CrihAEHjvFP8wW022BC,Here WeGo,Here WeGo,2/17/2020,REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),COTABATO CITY,Rosary Heights VI,PH129804025
736,E-Mall,,7.81039,122.65653,NT_Gj0mqaDZrQURK7cZN06FDB,Here WeGo,Here WeGo,2/17/2020,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,La Paz,PH098309007
737,Regent Central Commercial Complex,Regent Land Developer Corp.,16.38133,120.68707,NT_5nYAcoC7zJOxr1dw7AttgC,Here WeGo,Here WeGo,2/17/2020,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,Calades,PH098301005
738,Xentro Mall Malilipot,,13.3183,123.73994,NT_WeNgp0IMr9LMsMpI2y3i7D,Here WeGo,Here WeGo,2/17/2020,REGION V (BICOL REGION),ALBAY,POLANGUI,Ubaliw,PH050514046
739,Fragante Citimall,,17.61798,121.7279,NT_8wFXgnp6ppjQVkEiGd6KxC,Here WeGo,Here WeGo,2/17/2020,REGION II (CAGAYAN VALLEY),CAGAYAN,TUGUEGARAO CITY (Capital),San Gabriel,PH021529051
740,Vista Mall Tuguegarao,Vista Land & Lifescapes,17.62507,121.718,NT_rDVbDXBbt9BgLTqMilin1B,Here WeGo,Here WeGo,2/17/2020,REGION II (CAGAYAN VALLEY),CAGAYAN,TUGUEGARAO CITY (Capital),San Gabriel,PH021529051
741,Vista Mall Daang Hari,Vista Land & Lifescapes,14.38064,120.99202,NT_T62GnA.31qnqIOI.-FTd4D,Here WeGo,Here WeGo,2/17/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Dasmariñas,PH137602006
742,Gaisano Grand Mall Tandag (Soon to Rise),,9.06784,126.17678,NT_pb-cYv4-MCXy4T5BGUFqDA,Here WeGo,Here WeGo,2/17/2020,REGION XIII (Caraga),SURIGAO DEL SUR,CITY OF MAKATI,Kahayag,PH166803023
743,Fiesta Mall Paniqui,,15.67028,120.58595,NT_BOxKlWoPwvKUmhSP1Kfm7D,Here WeGo,Here WeGo,2/17/2020,REGION III (CENTRAL LUZON),BULACAN,CITY OF MALOLOS (Capital),Caniogan,PH031410020
744,Tarlac Central Mall,,15.43595,120.64189,NT_hU38h9Kp9iKFSdSvenEV-D,Here WeGo,Here WeGo,2/17/2020,REGION III (CENTRAL LUZON),TARLAC,CITY OF TARLAC (Capital),Central,PH036916027
745,Bohol Quality Superstore Jagna,Bohol Quality Corp.,9.65197,124.3702,NT_zidx8Vix1VJm7rQexjZWYA,Here WeGo,Here WeGo,2/17/2020,REGION VII (CENTRAL VISAYAS),BOHOL,TUBIGON,Pooc Occidental (Pob.),PH071245026
746,SM Seaside City Cebu,SM Prime Holdings,10.28152,123.87964,NT_kY5iuo3PW7.DrZrAMO93QC,Here WeGo,Here WeGo,2/17/2020,REGION VII (CENTRAL VISAYAS),BOHOL,TAGBILARAN CITY (Capital),Poblacion I,PH071242010
747,Centerpoint Plaza,,16.41303,120.59076,NT_Riw1ikOpgU6aczc8z43VtD,Here WeGo,Here WeGo,2/17/2020,CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAGUIO CITY,Cabinet Hill-Teacher's Camp,PH141102013
748,Maharlika Complex,,8.24905,126.275,NT_pboBxttmbcjc1DwU.gWQeD,Here WeGo,Here WeGo,2/17/2020,CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAGUIO CITY,Rizal Monument Area,PH141102155
749,168 Mall,Filipino-Chinese Traders Association (Davao City),7.06574,125.61081,NT_NxJprE090Uv0LMgf215pnD,Here WeGo,Here WeGo,2/17/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Barangay 35-D (Pob.),PH112402168
750,NCCC Mall Davao,New City Commercial Corp.,7.09308,125.61807,NT_G4gfMIHv.QNnGnIhEIdC5A,Here WeGo,Here WeGo,2/17/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Barangay 35-D (Pob.),PH112402168
751,GT 168 Mall,"Golden Three 168 Trading, Inc.",13.44867,121.84681,NT_04xULAPc.OPimjTw4ba0AA,Here WeGo,Here WeGo,2/17/2020,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,CITY OF CALAPAN (Capital),Calero (Pob.),PH175205013
752,SBG Strip Mall,,8.23286,124.24146,NT_6tIj9q5N8aAFabWwknU3WB,Here WeGo,Here WeGo,2/17/2020,REGION V (BICOL REGION),MASBATE,ESPERANZA,Iligan,PH054109006
753,Squarelland Shopping Centre,,11.74502,124.03846,NT_2xXySIBgbPJ7tgVWjKFAuD,Here WeGo,Here WeGo,2/17/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Valencia,PH137404128
754,Vista Mall,Vista Land & Lifescapes,8.430241256,124.6313481,NT_zHm9FRPnOmX3ykeosTTrOC,Here WeGo,Here WeGo,2/17/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 27 (Pob.),PH104305022
755,Ororama Supercenter Cogon,Ororama Supercenters Inc.,8.4774523,124.6486359,NT_zHm9FRPnOmX3ykeosTTrOC,Here WeGo,Here WeGo,2/17/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Carmen,PH104305044
756,Market City,Ororama Supercenters Inc.,8.48586,124.64797,NT_zHm9FRPnOmX3ykeosTTrOC,Here WeGo,Here WeGo,2/17/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,GINGOOG CITY,Barangay 22 (Pob.),PH104308074
757,Capitol Shopping Center,,10.66796,122.9497,NT_PtcEK1EYY-4Vc38ZEuW9fA,Here WeGo,Here WeGo,2/17/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 24 (Pob.),PH184501020
758,Lopue's South Centre,,10.65846,122.98462,NT_tyQMWjATGNwKW5HSa5SGwA,Here WeGo,Here WeGo,2/17/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),President Roxas,PH063022131
759,Street of Festive Walk,Megaworld Corporation,10.70507,122.56786,NT_Ir7XeQ5jv9nNopBBEbB2vB,Here WeGo,Here WeGo,2/17/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),President Roxas,PH063022131
760,101 Shopping Mall,,13.3828527,123.3274012,,Google Maps,Google Maps,2/19/2020,REGION V (BICOL REGION),ALBAY,LEGAZPI CITY (Capital),Barangay Capantawan,PH050506028
761,Isetann Carriedo,Joymart Consolidated,14.5985001,120.9814821,,Google Maps,Google Maps,2/19/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",QUIAPO,Barangay 306,PH133903015
762,Pavilion at Greenfield District,,14.5794301,121.0528082,,Google Maps,Google Maps,2/19/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Highway Hills,PH137401013
763,Prism Plaza @ FiveE-comCenter,,14.539467,120.9826,,Google Maps,Google Maps,2/19/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076
764,Worldwide Corporate Center Podium,,14.5820137,121.0521459,,Google Maps,Google Maps,2/19/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Highway Hills,PH137401013
765,Shoppesville Arcade at Greenhills Shopping Center,,14.6019843,121.0489887,,Google Maps,Google Maps,2/19/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF SAN JUAN,Greenhills,PH137405021
766,Tutuban Center (Centermall Building),"Prime Orion Philippines, Inc.; Ayala Property Management Corp.",14.6072248,120.9730539,,Google Maps,Google Maps,2/19/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",TONDO I / II,"Tutuban Mall (Claimed by Five Barangays of Tondo, Manila)",
767,Ayala Malls Arca South,,14.577926,120.9821404,,Google Maps,Google Maps,2/19/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",ERMITA,Barangay 667,PH133908009
768,Metropoint Mall,,14.5375678,121.0022005,,Google Maps,Google Maps,2/19/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 147,PH137605147
769,SM Cherry Congressional,,14.6015401,121.0415203,,Google Maps,Google Maps,2/19/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF SAN JUAN,Little Baguio,PH137405009
770,Duty Free Philippines Fiesta Mall,,14.5010962,120.9994315,,Google Maps,Google Maps,2/19/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Santo Niño,PH137604005
771,Baclaran Supermall,,14.5329258,120.9968629,,Google Maps,Google Maps,2/19/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Baclaran,PH137604001
